"","day","time","junk1","junk2","Nflasks","quality","co2","date"
"609","1984-11-23"," 12:38",31009.53,1984.895,2,0,343.24,1984-11-23 12:38:00
"610","1984-11-30"," 10:09",31016.42,1984.914,2,0,343.79,1984-11-30 10:09:00
"611","1984-12-07"," 09:42",31023.4,1984.933,2,0,343.52,1984-12-07 09:42:00
"612","1984-12-14"," 11:43",31030.49,1984.952,2,0,343.8,1984-12-14 11:43:00
"613","1984-12-21"," 11:11",31037.47,1984.971,2,0,344.36,1984-12-21 11:11:00
"614","1984-12-28"," 13:07",31044.55,1984.991,2,0,344.47,1984-12-28 13:07:00
"615","1985-01-04"," 10:05",31051.42,1985.009,2,4,NA,1985-01-04 10:05:00
"616","1985-01-09"," 12:15",31056.51,1985.023,2,0,345.16,1985-01-09 12:15:00
"617","1985-01-18"," 10:05",31065.42,1985.048,2,0,345.08,1985-01-18 10:05:00
"618","1985-01-25"," 12:40",31072.53,1985.067,2,0,344.13,1985-01-25 12:40:00
"619","1985-02-01"," 10:10",31079.42,1985.086,2,0,345.65,1985-02-01 10:10:00
"620","1985-02-08"," 09:41",31086.4,1985.105,2,0,345.32,1985-02-08 09:41:00
"621","1985-02-15"," 12:37",31093.53,1985.125,2,0,345.43,1985-02-15 12:37:00
"622","1985-02-22"," 10:46",31100.45,1985.144,2,0,346.59,1985-02-22 10:46:00
"623","1985-02-27"," 13:44",31105.57,1985.158,2,0,345.91,1985-02-27 13:44:00
"624","1985-03-08"," 10:40",31114.44,1985.182,2,0,347.69,1985-03-08 10:40:00
"625","1985-03-15"," 09:46",31121.41,1985.201,2,0,347.5,1985-03-15 09:46:00
"626","1985-03-22"," 10:35",31128.44,1985.22,2,0,347.88,1985-03-22 10:35:00
"627","1985-03-29"," 15:34",31135.65,1985.24,2,0,347.33,1985-03-29 15:34:00
"628","1985-04-05"," 09:46",31142.41,1985.259,2,0,346.62,1985-04-05 09:46:00
"629","1985-04-12"," 09:45",31149.41,1985.278,2,0,348.13,1985-04-12 09:45:00
"630","1985-04-19"," 09:46",31156.41,1985.297,2,0,348.42,1985-04-19 09:46:00
"631","1985-04-26"," 09:40",31163.4,1985.316,2,0,348.86,1985-04-26 09:40:00
"632","1985-05-03"," 09:41",31170.4,1985.335,2,0,348.89,1985-05-03 09:41:00
"633","1985-05-10"," 09:43",31177.4,1985.355,2,0,348.97,1985-05-10 09:43:00
"634","1985-05-17"," 10:14",31184.43,1985.374,2,0,349.25,1985-05-17 10:14:00
"635","1985-05-24"," 10:05",31191.42,1985.393,2,0,347.78,1985-05-24 10:05:00
"636","1985-05-31"," 09:45",31198.41,1985.412,2,0,349.49,1985-05-31 09:45:00
"637","1985-06-07"," 09:45",31205.41,1985.431,2,0,348.7,1985-06-07 09:45:00
"638","1985-06-14"," 09:40",31212.4,1985.45,2,0,348.12,1985-06-14 09:40:00
"639","1985-06-21"," 09:40",31219.4,1985.47,2,0,348.29,1985-06-21 09:40:00
"640","1985-06-28"," 09:38",31226.4,1985.489,2,0,347.76,1985-06-28 09:38:00
"641","1985-07-05"," 10:40",31233.44,1985.508,2,0,347.11,1985-07-05 10:40:00
"642","1985-07-12"," 09:47",31240.41,1985.527,2,0,347.43,1985-07-12 09:47:00
"643","1985-07-19"," 09:43",31247.4,1985.546,2,0,346.6,1985-07-19 09:43:00
"644","1985-07-25"," 11:51",31253.49,1985.563,2,0,345.18,1985-07-25 11:51:00
"645","1985-08-02"," 17:12",31261.72,1985.586,2,0,345.84,1985-08-02 17:12:00
"646","1985-08-09"," 09:36",31268.4,1985.604,2,0,344.32,1985-08-09 09:36:00
"647","1985-08-16"," 09:40",31275.4,1985.623,2,0,342.68,1985-08-16 09:40:00
"648","1985-08-23"," 09:43",31282.4,1985.642,2,0,343.93,1985-08-23 09:43:00
"649","1985-08-30"," 09:45",31289.41,1985.661,2,0,342.66,1985-08-30 09:45:00
"650","1985-09-06"," 09:45",31296.41,1985.681,2,5,NA,1985-09-06 09:45:00
"651","1985-09-13"," 09:37",31303.4,1985.7,2,0,343.47,1985-09-13 09:37:00
"652","1985-09-20"," 09:40",31310.4,1985.719,2,0,342.64,1985-09-20 09:40:00
"653","1985-09-27"," 09:45",31317.41,1985.738,2,0,342.37,1985-09-27 09:45:00
"654","1985-10-04"," 09:45",31324.41,1985.757,2,0,342.59,1985-10-04 09:45:00
"655","1985-10-11"," 10:15",31331.43,1985.777,2,0,342.66,1985-10-11 10:15:00
"656","1985-10-18"," 10:10",31338.42,1985.796,2,0,343.37,1985-10-18 10:10:00
"657","1985-10-25"," 09:43",31345.4,1985.815,2,0,343.36,1985-10-25 09:43:00
"658","1985-11-01"," 10:05",31352.42,1985.834,2,0,343.06,1985-11-01 10:05:00
"659","1985-11-08"," 10:15",31359.43,1985.853,2,0,343.53,1985-11-08 10:15:00
"660","1985-11-15"," 10:10",31366.42,1985.872,2,0,344.35,1985-11-15 10:10:00
"661","1985-11-22"," 09:47",31373.41,1985.892,2,0,344.5,1985-11-22 09:47:00
"662","1985-11-29"," 12:35",31380.52,1985.911,2,0,345.1,1985-11-29 12:35:00
"663","1985-12-06"," 09:50",31387.41,1985.93,2,0,344.99,1985-12-06 09:50:00
"664","1985-12-13"," 10:43",31394.45,1985.949,2,0,345.09,1985-12-13 10:43:00
"665","1985-12-20"," 11:05",31401.46,1985.968,2,0,345.1,1985-12-20 11:05:00
"666","1985-12-27"," 11:46",31408.49,1985.988,2,0,345.67,1985-12-27 11:46:00
"667","1986-01-03"," 10:45",31415.45,1986.007,2,0,346.38,1986-01-03 10:45:00
"668","1986-01-10"," 10:20",31422.43,1986.026,2,0,346.08,1986-01-10 10:20:00
"669","1986-01-17"," 09:46",31429.41,1986.045,2,0,345.78,1986-01-17 09:46:00
"670","1986-01-24"," 09:46",31436.41,1986.064,2,0,346.65,1986-01-24 09:46:00
"671","1986-01-31"," 09:47",31443.41,1986.083,2,0,346.37,1986-01-31 09:47:00
"672","1986-02-07"," 09:44",31450.41,1986.102,2,0,347.14,1986-02-07 09:44:00
"673","1986-02-14"," 10:10",31457.42,1986.122,2,0,346.87,1986-02-14 10:10:00
"674","1986-02-21"," 09:45",31464.41,1986.141,2,0,347.18,1986-02-21 09:45:00
"675","1986-02-28"," 09:45",31471.41,1986.16,2,0,347.17,1986-02-28 09:45:00
"676","1986-03-07"," 09:45",31478.41,1986.179,2,0,346.69,1986-03-07 09:45:00
"677","1986-03-14"," 09:43",31485.4,1986.198,2,0,347.57,1986-03-14 09:43:00
"678","1986-03-21"," 09:44",31492.41,1986.218,2,0,349.69,1986-03-21 09:44:00
"679","1986-03-28"," 12:30",31499.52,1986.237,2,0,348.88,1986-03-28 12:30:00
"680","1986-04-04"," 10:10",31506.42,1986.256,2,0,348.84,1986-04-04 10:10:00
"681","1986-04-11"," 10:08",31513.42,1986.275,2,0,349.49,1986-04-11 10:08:00
"682","1986-04-18"," 09:47",31520.41,1986.294,2,0,349.43,1986-04-18 09:47:00
"683","1986-04-25"," 09:47",31527.41,1986.313,2,0,350.42,1986-04-25 09:47:00
"684","1986-05-02"," 09:47",31534.41,1986.333,2,0,349.78,1986-05-02 09:47:00
"685","1986-05-09"," 09:40",31541.4,1986.352,2,0,350.02,1986-05-09 09:40:00
"686","1986-05-16"," 09:40",31548.4,1986.371,2,0,350.03,1986-05-16 09:40:00
"687","1986-05-23"," 09:40",31555.4,1986.39,2,0,350.38,1986-05-23 09:40:00
"688","1986-05-30"," 09:35",31562.4,1986.409,2,0,350.87,1986-05-30 09:35:00
"689","1986-06-06"," 09:43",31569.4,1986.429,2,0,349.5,1986-06-06 09:43:00
"690","1986-06-13"," 09:47",31576.41,1986.448,2,0,349.41,1986-06-13 09:47:00
"691","1986-06-20"," 09:40",31583.4,1986.467,2,0,349.61,1986-06-20 09:40:00
"692","1986-06-26"," 09:45",31589.41,1986.483,2,0,349.04,1986-06-26 09:45:00
"693","1986-07-03"," 09:50",31596.41,1986.502,2,0,348.81,1986-07-03 09:50:00
"694","1986-07-11"," 09:48",31604.41,1986.524,2,0,346.92,1986-07-11 09:48:00
"695","1986-07-18"," 09:40",31611.4,1986.544,2,0,348.2,1986-07-18 09:40:00
"696","1986-07-25"," 10:10",31618.42,1986.563,2,0,347.59,1986-07-25 10:10:00
"697","1986-08-01"," 12:12",31625.51,1986.582,2,0,345.37,1986-08-01 12:12:00
"698","1986-08-07"," 09:32",31631.4,1986.598,2,0,346.59,1986-08-07 09:32:00
"699","1986-08-15"," 10:10",31639.42,1986.62,2,0,346.04,1986-08-15 10:10:00
"700","1986-08-22"," 10:10",31646.42,1986.64,2,0,345.03,1986-08-22 10:10:00
"701","1986-08-29"," 10:05",31653.42,1986.659,2,0,344.77,1986-08-29 10:05:00
"702","1986-09-05"," 10:10",31660.42,1986.678,2,0,344.55,1986-09-05 10:10:00
"703","1986-09-12"," 10:15",31667.43,1986.697,2,0,345.14,1986-09-12 10:15:00
"704","1986-09-19"," 10:15",31674.43,1986.716,2,0,344.76,1986-09-19 10:15:00
"705","1986-09-26"," 10:45",31681.45,1986.735,2,0,343.79,1986-09-26 10:45:00
"706","1986-10-03"," 09:45",31688.41,1986.755,2,0,343.96,1986-10-03 09:45:00
"707","1986-10-10"," 09:47",31695.41,1986.774,2,0,344.18,1986-10-10 09:47:00
"708","1986-10-17"," 09:45",31702.41,1986.793,2,0,344.25,1986-10-17 09:45:00
"709","1986-10-24"," 10:20",31709.43,1986.812,2,0,343.74,1986-10-24 10:20:00
"710","1986-10-31"," 09:35",31716.4,1986.831,2,0,345.59,1986-10-31 09:35:00
"711","1986-11-07"," 10:03",31723.42,1986.85,3,0,345.28,1986-11-07 10:03:00
"712","1986-11-14"," 10:05",31730.42,1986.87,2,0,345.71,1986-11-14 10:05:00
"713","1986-11-21"," 09:36",31737.4,1986.889,2,0,345.34,1986-11-21 09:36:00
"714","1986-11-28"," 15:33",31744.65,1986.909,2,0,346.38,1986-11-28 15:33:00
"715","1986-12-05"," 09:32",31751.4,1986.927,2,0,346.66,1986-12-05 09:32:00
"716","1986-12-12"," 10:07",31758.42,1986.946,2,0,347.07,1986-12-12 10:07:00
"717","1986-12-19"," 10:42",31765.45,1986.966,2,4,NA,1986-12-19 10:42:00
"718","1986-12-26"," 12:44",31772.53,1986.985,2,0,346.25,1986-12-26 12:44:00
"719","1986-12-31"," 10:50",31777.45,1986.998,2,0,347.14,1986-12-31 10:50:00
"720","1987-01-09"," 10:06",31786.42,1987.023,2,0,347.41,1987-01-09 10:06:00
"721","1987-01-16"," 09:44",31793.41,1987.042,2,0,348,1987-01-16 09:44:00
"722","1987-01-23"," 09:43",31800.4,1987.061,2,0,347.8,1987-01-23 09:43:00
"723","1987-01-30"," 10:05",31807.42,1987.081,2,0,347.98,1987-01-30 10:05:00
"724","1987-02-06"," 10:05",31814.42,1987.1,2,0,347.93,1987-02-06 10:05:00
"725","1987-02-13"," 10:07",31821.42,1987.119,2,0,348.03,1987-02-13 10:07:00
"726","1987-02-20"," 10:02",31828.42,1987.138,2,0,348.86,1987-02-20 10:02:00
"727","1987-02-27"," 09:52",31835.41,1987.157,2,0,350.12,1987-02-27 09:52:00
"728","1987-03-06"," 09:54",31842.41,1987.176,2,0,349.11,1987-03-06 09:54:00
"729","1987-03-13"," 10:05",31849.42,1987.196,2,0,349.34,1987-03-13 10:05:00
"730","1987-03-20"," 10:21",31856.43,1987.215,2,0,349.69,1987-03-20 10:21:00
"731","1987-03-27"," 10:26",31863.43,1987.234,2,0,350.66,1987-03-27 10:26:00
"732","1987-04-03"," 10:05",31870.42,1987.253,2,0,351.01,1987-04-03 10:05:00
"733","1987-04-09"," 09:46",31876.41,1987.27,2,0,350.05,1987-04-09 09:46:00
"734","1987-04-17"," 09:49",31884.41,1987.292,2,0,351.65,1987-04-17 09:49:00
"735","1987-04-24"," 10:02",31891.42,1987.311,2,0,351.35,1987-04-24 10:02:00
"736","1987-05-01"," 10:15",31898.43,1987.33,2,0,351.22,1987-05-01 10:15:00
"737","1987-05-08"," 10:17",31905.43,1987.349,2,0,352.26,1987-05-08 10:17:00
"738","1987-05-15"," 09:41",31912.4,1987.368,2,0,351.84,1987-05-15 09:41:00
"739","1987-05-22"," 09:34",31919.4,1987.387,2,0,351.79,1987-05-22 09:34:00
"740","1987-05-29"," 09:42",31926.4,1987.407,2,0,351.44,1987-05-29 09:42:00
"741","1987-06-05"," 09:41",31933.4,1987.426,2,0,351.76,1987-06-05 09:41:00
"742","1987-06-12"," 09:41",31940.4,1987.445,2,0,351.64,1987-06-12 09:41:00
"743","1987-06-19"," 09:43",31947.4,1987.464,2,4,NA,1987-06-19 09:43:00
"744","1987-06-26"," 09:42",31954.4,1987.483,2,0,351.48,1987-06-26 09:42:00
"745","1987-07-02"," 09:45",31960.41,1987.5,2,0,349.99,1987-07-02 09:45:00
"746","1987-07-10"," 10:03",31968.42,1987.522,2,0,350.72,1987-07-10 10:03:00
"747","1987-07-17"," 09:56",31975.41,1987.541,2,0,350.34,1987-07-17 09:56:00
"748","1987-07-23"," 10:09",31981.42,1987.557,2,0,349.8,1987-07-23 10:09:00
"749","1987-07-29"," 09:11",31987.38,1987.574,2,0,349.05,1987-07-29 09:11:00
"750","1987-08-07"," 10:43",31996.45,1987.598,2,0,347.62,1987-08-07 10:43:00
"751","1987-08-14"," 09:45",32003.41,1987.618,2,0,348.05,1987-08-14 09:45:00
"752","1987-08-21"," 09:49",32010.41,1987.637,2,4,NA,1987-08-21 09:49:00
"753","1987-08-28"," 10:04",32017.42,1987.656,2,0,346.34,1987-08-28 10:04:00
"754","1987-09-04"," 10:02",32024.42,1987.675,2,0,347.18,1987-09-04 10:02:00
"755","1987-09-11"," 10:03",32031.42,1987.694,2,0,346.36,1987-09-11 10:03:00
"756","1987-09-18"," 09:55",32038.41,1987.713,2,0,347.44,1987-09-18 09:55:00
"757","1987-09-25"," 10:09",32045.42,1987.733,2,0,346.22,1987-09-25 10:09:00
"758","1987-10-02"," 09:49",32052.41,1987.752,2,0,345.91,1987-10-02 09:49:00
"759","1987-10-08"," 10:08",32058.42,1987.768,2,0,346.68,1987-10-08 10:08:00
"760","1987-10-16"," 09:48",32066.41,1987.79,2,0,346.91,1987-10-16 09:48:00
"761","1987-10-23"," 10:02",32073.42,1987.809,2,0,347.19,1987-10-23 10:02:00
"762","1987-10-30"," 10:04",32080.42,1987.829,2,4,NA,1987-10-30 10:04:00
"763","1987-11-06"," 10:08",32087.42,1987.848,2,0,347.81,1987-11-06 10:08:00
"764","1987-11-13"," 09:54",32094.41,1987.867,2,0,347.6,1987-11-13 09:54:00
"765","1987-11-20"," 09:39",32101.4,1987.886,2,0,348.54,1987-11-20 09:39:00
"766","1987-11-25"," 11:29",32106.48,1987.9,2,0,349.41,1987-11-25 11:29:00
"767","1987-12-01"," 10:23",32112.43,1987.916,2,0,349.52,1987-12-01 10:23:00
"768","1987-12-11"," 10:32",32122.44,1987.944,2,0,348.7,1987-12-11 10:32:00
"769","1987-12-18"," 13:05",32129.55,1987.963,2,0,349.62,1987-12-18 13:05:00
"770","1987-12-24"," 08:10",32135.34,1987.979,2,0,349.78,1987-12-24 08:10:00
"771","1987-12-31"," 10:42",32142.45,1987.998,2,0,349.68,1987-12-31 10:42:00
"772","1988-01-08"," 10:15",32150.43,1988.02,2,0,350.26,1988-01-08 10:15:00
"773","1988-01-15"," 11:08",32157.46,1988.04,2,0,350.01,1988-01-15 11:08:00
"774","1988-01-22"," 10:47",32164.45,1988.059,2,0,350.32,1988-01-22 10:47:00
"775","1988-01-29"," 09:57",32171.41,1988.078,2,0,351.16,1988-01-29 09:57:00
"776","1988-02-05"," 10:28",32178.44,1988.097,2,0,351.9,1988-02-05 10:28:00
"777","1988-02-12"," 10:02",32185.42,1988.116,2,0,351.2,1988-02-12 10:02:00
"778","1988-02-19"," 10:27",32192.44,1988.135,2,0,351.5,1988-02-19 10:27:00
"779","1988-02-26"," 10:04",32199.42,1988.154,2,0,352.55,1988-02-26 10:04:00
"780","1988-03-04"," 10:14",32206.43,1988.173,2,0,352.84,1988-03-04 10:14:00
"781","1988-03-11"," 09:44",32213.41,1988.192,2,0,352.16,1988-03-11 09:44:00
"782","1988-03-18"," 10:43",32220.45,1988.212,2,0,352.5,1988-03-18 10:43:00
"783","1988-03-25"," 11:14",32227.47,1988.231,2,0,352.53,1988-03-25 11:14:00
"784","1988-04-01"," 10:04",32234.42,1988.25,2,0,353.74,1988-04-01 10:04:00
"785","1988-04-08"," 09:57",32241.41,1988.269,2,0,353.26,1988-04-08 09:57:00
"786","1988-04-15"," 10:52",32248.45,1988.288,2,0,353.93,1988-04-15 10:52:00
"787","1988-04-22"," 10:04",32255.42,1988.307,2,0,354.34,1988-04-22 10:04:00
"788","1988-04-29"," 10:02",32262.42,1988.326,2,0,354.77,1988-04-29 10:02:00
"789","1988-05-06"," 09:57",32269.41,1988.345,2,0,353.85,1988-05-06 09:57:00
"790","1988-05-13"," 09:45",32276.41,1988.364,2,0,354.39,1988-05-13 09:45:00
"791","1988-05-20"," 10:09",32283.42,1988.384,2,0,354.4,1988-05-20 10:09:00
"792","1988-05-27"," 10:07",32290.42,1988.403,2,0,354.73,1988-05-27 10:07:00
"793","1988-06-03"," 09:52",32297.41,1988.422,2,0,353.87,1988-06-03 09:52:00
"794","1988-06-10"," 10:12",32304.43,1988.441,2,0,354.47,1988-06-10 10:12:00
"795","1988-06-17"," 10:05",32311.42,1988.46,2,0,353.68,1988-06-17 10:05:00
"796","1988-06-24"," 10:02",32318.42,1988.479,2,0,353.25,1988-06-24 10:02:00
"797","1988-07-01"," 10:31",32325.44,1988.498,2,0,353.41,1988-07-01 10:31:00
"798","1988-07-08"," 10:04",32332.42,1988.518,2,0,352.6,1988-07-08 10:04:00
"799","1988-07-15"," 10:45",32339.45,1988.537,2,0,352.15,1988-07-15 10:45:00
"800","1988-07-22"," 10:53",32346.45,1988.556,2,0,352.09,1988-07-22 10:53:00
"801","1988-07-29"," 10:00",32353.42,1988.575,2,0,351.93,1988-07-29 10:00:00
"802","1988-08-05"," 10:12",32360.43,1988.594,2,0,351.36,1988-08-05 10:12:00
"803","1988-08-12"," 10:49",32367.45,1988.613,2,0,350.85,1988-08-12 10:49:00
"804","1988-08-19"," 10:46",32374.45,1988.632,2,0,350.5,1988-08-19 10:46:00
"805","1988-08-26"," 10:05",32381.42,1988.651,2,0,348.89,1988-08-26 10:05:00
"806","1988-09-02"," 10:10",32388.42,1988.671,1,4,NA,1988-09-02 10:10:00
"807","1988-09-09"," 09:46",32395.41,1988.69,2,0,348.78,1988-09-09 09:46:00
"808","1988-09-16"," 10:06",32402.42,1988.709,2,0,348.72,1988-09-16 10:06:00
"809","1988-09-23"," 09:59",32409.42,1988.728,2,0,349.02,1988-09-23 09:59:00
"810","1988-09-30"," 10:07",32416.42,1988.747,2,0,348.95,1988-09-30 10:07:00
"811","1988-10-07"," 10:39",32423.44,1988.766,2,0,348.76,1988-10-07 10:39:00
"812","1988-10-14"," 09:54",32430.41,1988.785,2,0,348.8,1988-10-14 09:54:00
"813","1988-10-21"," 10:11",32437.42,1988.804,2,0,349.23,1988-10-21 10:11:00
"814","1988-10-28"," 09:45",32444.41,1988.824,2,0,349.63,1988-10-28 09:45:00
"815","1988-11-04"," 10:39",32451.44,1988.843,2,0,349.3,1988-11-04 10:39:00
"816","1988-11-09"," 09:42",32456.4,1988.856,2,0,349.38,1988-11-09 09:42:00
"817","1988-11-18"," 09:58",32465.42,1988.881,2,0,350,1988-11-18 09:58:00
"818","1988-11-25"," 11:33",32472.48,1988.9,2,0,350.3,1988-11-25 11:33:00
"819","1988-12-02"," 10:28",32479.44,1988.919,2,0,350.59,1988-12-02 10:28:00
"820","1988-12-09"," 10:20",32486.43,1988.938,2,0,350.67,1988-12-09 10:20:00
"821","1988-12-16"," 10:06",32493.42,1988.957,2,0,351.43,1988-12-16 10:06:00
"822","1988-12-23"," 10:52",32500.45,1988.977,2,0,351.29,1988-12-23 10:52:00
"823","1988-12-30"," 10:37",32507.44,1988.996,2,0,353.01,1988-12-30 10:37:00
"824","1989-01-06"," 10:02",32514.42,1989.015,2,0,352.45,1989-01-06 10:02:00
"825","1989-01-13"," 09:47",32521.41,1989.034,2,0,352.34,1989-01-13 09:47:00
"826","1989-01-20"," 09:48",32528.41,1989.053,2,0,352.65,1989-01-20 09:48:00
"827","1989-01-27"," 09:57",32535.41,1989.072,2,0,352.61,1989-01-27 09:57:00
"828","1989-02-03"," 10:33",32542.44,1989.092,2,0,353.43,1989-02-03 10:33:00
"829","1989-02-10"," 09:44",32549.41,1989.111,2,0,352.23,1989-02-10 09:44:00
"830","1989-02-17"," 09:46",32556.41,1989.13,2,0,353.06,1989-02-17 09:46:00
"831","1989-02-24"," 09:44",32563.41,1989.149,2,0,353.93,1989-02-24 09:44:00
"832","1989-03-03"," 10:00",32570.42,1989.168,2,4,NA,1989-03-03 10:00:00
"833","1989-03-10"," 09:43",32577.4,1989.187,2,0,353.21,1989-03-10 09:43:00
"834","1989-03-17"," 09:47",32584.41,1989.207,2,0,353.11,1989-03-17 09:47:00
"835","1989-03-24"," 09:58",32591.42,1989.226,2,0,354.25,1989-03-24 09:58:00
"836","1989-03-31"," 09:55",32598.41,1989.245,2,0,354.88,1989-03-31 09:55:00
"837","1989-04-07"," 09:49",32605.41,1989.264,2,0,353.93,1989-04-07 09:49:00
"838","1989-04-14"," 10:19",32612.43,1989.283,2,0,355.35,1989-04-14 10:19:00
"839","1989-04-21"," 10:18",32619.43,1989.303,2,0,356.71,1989-04-21 10:18:00
"840","1989-04-28"," 09:44",32626.41,1989.322,2,0,356.81,1989-04-28 09:44:00
"841","1989-05-05"," 10:06",32633.42,1989.341,2,0,355.24,1989-05-05 10:06:00
"842","1989-05-12"," 10:18",32640.43,1989.36,2,4,NA,1989-05-12 10:18:00
"843","1989-05-19"," 09:43",32647.4,1989.379,2,0,355.94,1989-05-19 09:43:00
"844","1989-05-26"," 09:43",32654.4,1989.398,2,0,356.35,1989-05-26 09:43:00
"845","1989-06-02"," 09:48",32661.41,1989.418,2,4,NA,1989-06-02 09:48:00
"846","1989-06-09"," 09:43",32668.4,1989.437,2,0,355.4,1989-06-09 09:43:00
"847","1989-06-16"," 09:28",32675.39,1989.456,2,0,356.7,1989-06-16 09:28:00
"848","1989-06-23"," 09:48",32682.41,1989.475,2,0,355.38,1989-06-23 09:48:00
"849","1989-06-30"," 10:26",32689.43,1989.494,2,0,354.12,1989-06-30 10:26:00
"850","1989-07-07"," 10:02",32696.42,1989.513,2,0,354.91,1989-07-07 10:02:00
"851","1989-07-14"," 09:43",32703.4,1989.533,2,0,353.89,1989-07-14 09:43:00
"852","1989-07-21"," 10:40",32710.44,1989.552,2,0,353.81,1989-07-21 10:40:00
"853","1989-07-27"," 10:24",32716.43,1989.568,2,0,353,1989-07-27 10:24:00
"854","1989-08-04"," 10:09",32724.42,1989.59,2,0,352.13,1989-08-04 10:09:00
"855","1989-08-11"," 09:57",32731.41,1989.609,2,0,352.27,1989-08-11 09:57:00
"856","1989-08-18"," 09:54",32738.41,1989.629,2,0,350.88,1989-08-18 09:54:00
"857","1989-08-25"," 10:14",32745.43,1989.648,2,0,349.57,1989-08-25 10:14:00
"858","1989-09-01"," 09:53",32752.41,1989.667,2,0,350.06,1989-09-01 09:53:00
"859","1989-09-08"," 10:25",32759.43,1989.686,2,0,349.38,1989-09-08 10:25:00
"860","1989-09-15"," 09:43",32766.4,1989.705,2,0,348.97,1989-09-15 09:43:00
"861","1989-09-22"," 09:56",32773.41,1989.724,2,0,349.22,1989-09-22 09:56:00
"862","1989-09-29"," 09:55",32780.41,1989.744,2,0,349.64,1989-09-29 09:55:00
"863","1989-10-13"," 09:56",32794.41,1989.782,2,0,349.14,1989-10-13 09:56:00
"864","1989-10-20"," 10:08",32801.42,1989.801,2,0,349.97,1989-10-20 10:08:00
"865","1989-10-27"," 09:53",32808.41,1989.82,2,0,350.02,1989-10-27 09:53:00
"866","1989-11-03"," 09:42",32815.4,1989.839,2,0,350.26,1989-11-03 09:42:00
"867","1989-11-09"," 09:55",32821.41,1989.856,2,0,350.97,1989-11-09 09:55:00
"868","1989-11-17"," 09:59",32829.42,1989.878,2,0,351.43,1989-11-17 09:59:00
"869","1989-12-01"," 09:43",32843.4,1989.916,1,4,NA,1989-12-01 09:43:00
"870","1989-12-08"," 09:52",32850.41,1989.935,2,0,352.18,1989-12-08 09:52:00
"871","1989-12-15"," 09:52",32857.41,1989.955,2,0,352.31,1989-12-15 09:52:00
"872","1989-12-22"," 11:21",32864.47,1989.974,2,0,352.15,1989-12-22 11:21:00
"873","1989-12-29"," 10:37",32871.44,1989.993,2,0,352.55,1989-12-29 10:37:00
"874","1990-01-05"," 09:45",32878.41,1990.012,2,0,354.33,1990-01-05 09:45:00
"875","1990-01-12"," 10:20",32885.43,1990.031,2,0,353.17,1990-01-12 10:20:00
"876","1990-01-26"," 10:13",32899.43,1990.07,2,0,353.56,1990-01-26 10:13:00
"877","1990-02-02"," 09:43",32906.4,1990.089,2,0,354.35,1990-02-02 09:43:00
"878","1990-02-09"," 09:46",32913.41,1990.108,2,0,355.81,1990-02-09 09:46:00
"879","1990-02-16"," 10:13",32920.43,1990.127,2,0,355.19,1990-02-16 10:13:00
"880","1990-02-23"," 09:52",32927.41,1990.146,2,0,355,1990-02-23 09:52:00
"881","1990-03-09"," 11:24",32941.47,1990.185,2,0,355,1990-03-09 11:24:00
"882","1990-03-16"," 09:48",32948.41,1990.204,2,0,356.54,1990-03-16 09:48:00
"883","1990-03-23"," 09:44",32955.41,1990.223,2,0,355.25,1990-03-23 09:44:00
"884","1990-03-30"," 09:48",32962.41,1990.242,2,0,356.67,1990-03-30 09:48:00
"885","1990-04-06"," 09:38",32969.4,1990.261,2,0,357.43,1990-04-06 09:38:00
"886","1990-04-13"," 09:38",32976.4,1990.281,2,0,356.28,1990-04-13 09:38:00
"887","1990-04-20"," 09:45",32983.41,1990.3,2,0,356.57,1990-04-20 09:45:00
"888","1990-04-27"," 09:34",32990.4,1990.319,2,0,356.72,1990-04-27 09:34:00
"889","1990-05-04"," 10:05",32997.42,1990.338,2,0,357.86,1990-05-04 10:05:00
"890","1990-05-11"," 09:44",33004.41,1990.357,2,0,356.91,1990-05-11 09:44:00
"891","1990-05-18"," 09:45",33011.41,1990.376,2,0,356.99,1990-05-18 09:45:00
"892","1990-05-25"," 09:53",33018.41,1990.396,2,0,358.44,1990-05-25 09:53:00
"893","1990-06-01"," 09:47",33025.41,1990.415,2,0,357.39,1990-06-01 09:47:00
"894","1990-06-08"," 09:34",33032.4,1990.434,2,0,357.13,1990-06-08 09:34:00
"895","1990-06-15"," 09:46",33039.41,1990.453,2,0,356.31,1990-06-15 09:46:00
"896","1990-06-22"," 09:53",33046.41,1990.472,2,0,356.35,1990-06-22 09:53:00
"897","1990-06-29"," 09:47",33053.41,1990.492,2,0,355.52,1990-06-29 09:47:00
"898","1990-07-06"," 09:56",33060.41,1990.511,2,4,NA,1990-07-06 09:56:00
"899","1990-07-13"," 09:57",33067.41,1990.53,2,5,NA,1990-07-13 09:57:00
"900","1990-07-27"," 09:46",33081.41,1990.568,2,0,354.46,1990-07-27 09:46:00
"901","1990-08-03"," 09:47",33088.41,1990.587,2,0,353.8,1990-08-03 09:47:00
"902","1990-08-10"," 09:49",33095.41,1990.607,2,0,351.67,1990-08-10 09:49:00
"903","1990-08-17"," 09:49",33102.41,1990.626,2,0,353.39,1990-08-17 09:49:00
"904","1990-08-24"," 09:50",33109.41,1990.645,2,0,352.51,1990-08-24 09:50:00
"905","1990-08-31"," 09:20",33116.39,1990.664,2,0,351.04,1990-08-31 09:20:00
