"","day","time","junk1","junk2","Nflasks","quality","co2","date"
"1202","1996-08-09"," 09:36",35286.4,1996.605,2,0,361.93,1996-08-09 09:36:00
"1203","1996-08-16"," 09:50",35293.41,1996.624,2,0,361.4,1996-08-16 09:50:00
"1204","1996-08-23"," 09:47",35300.41,1996.643,2,0,360.75,1996-08-23 09:47:00
"1205","1996-08-30"," 09:26",35307.39,1996.662,2,0,360.79,1996-08-30 09:26:00
"1206","1996-09-06"," 09:33",35314.4,1996.681,2,4,NA,1996-09-06 09:33:00
"1207","1996-09-13"," 09:36",35321.4,1996.701,2,0,359.32,1996-09-13 09:36:00
"1208","1996-09-20"," 09:44",35328.41,1996.72,1,4,NA,1996-09-20 09:44:00
"1209","1996-09-27"," 10:04",35335.42,1996.739,2,0,358.29,1996-09-27 10:04:00
"1210","1996-10-04"," 09:40",35342.4,1996.758,2,0,359.43,1996-10-04 09:40:00
"1211","1996-10-11"," 09:22",35349.39,1996.777,2,0,359.29,1996-10-11 09:22:00
"1212","1996-10-18"," 09:43",35356.4,1996.796,1,4,NA,1996-10-18 09:43:00
"1213","1996-10-25"," 09:39",35363.4,1996.815,2,0,359.44,1996-10-25 09:39:00
"1214","1996-11-01"," 10:04",35370.42,1996.834,2,0,360.26,1996-11-01 10:04:00
"1215","1996-11-08"," 09:36",35377.4,1996.854,2,0,360.51,1996-11-08 09:36:00
"1216","1996-11-15"," 09:39",35384.4,1996.873,2,0,360.65,1996-11-15 09:39:00
"1217","1996-11-22"," 09:34",35391.4,1996.892,2,0,361.41,1996-11-22 09:34:00
"1218","1996-11-29"," 09:42",35398.4,1996.911,2,4,NA,1996-11-29 09:42:00
"1219","1996-12-06"," 10:10",35405.42,1996.93,2,0,361.68,1996-12-06 10:10:00
"1220","1996-12-13"," 09:48",35412.41,1996.949,2,0,362.38,1996-12-13 09:48:00
"1221","1996-12-20"," 10:03",35419.42,1996.968,2,0,362.31,1996-12-20 10:03:00
"1222","1996-12-27"," 09:41",35426.4,1996.987,2,0,362.15,1996-12-27 09:41:00
"1223","1997-01-03"," 10:02",35433.42,1997.007,2,0,362.77,1997-01-03 10:02:00
"1224","1997-01-10"," 10:12",35440.43,1997.026,2,0,362.55,1997-01-10 10:12:00
"1225","1997-01-17"," 09:43",35447.4,1997.045,2,0,362.98,1997-01-17 09:43:00
"1226","1997-01-24"," 09:45",35454.41,1997.064,2,0,363.76,1997-01-24 09:45:00
"1227","1997-01-31"," 09:58",35461.42,1997.083,2,0,363.2,1997-01-31 09:58:00
"1228","1997-02-07"," 09:42",35468.4,1997.102,1,4,NA,1997-02-07 09:42:00
"1229","1997-02-14"," 09:48",35475.41,1997.122,1,4,NA,1997-02-14 09:48:00
"1230","1997-02-21"," 09:34",35482.4,1997.141,2,0,364.73,1997-02-21 09:34:00
"1231","1997-02-28"," 10:18",35489.43,1997.16,2,0,364.21,1997-02-28 10:18:00
"1232","1997-03-07"," 09:48",35496.41,1997.179,2,0,364.88,1997-03-07 09:48:00
"1233","1997-03-14"," 09:43",35503.4,1997.198,2,0,363.94,1997-03-14 09:43:00
"1234","1997-03-21"," 09:46",35510.41,1997.218,2,0,364.95,1997-03-21 09:46:00
"1235","1997-03-28"," 09:36",35517.4,1997.237,2,0,365.65,1997-03-28 09:36:00
"1236","1997-04-04"," 09:35",35524.4,1997.256,2,0,365.66,1997-04-04 09:35:00
"1237","1997-04-11"," 09:42",35531.4,1997.275,2,4,NA,1997-04-11 09:42:00
"1238","1997-04-18"," 09:53",35538.41,1997.294,1,4,NA,1997-04-18 09:53:00
"1239","1997-04-25"," 10:04",35545.42,1997.313,2,0,366.59,1997-04-25 10:04:00
"1240","1997-05-02"," 09:32",35552.4,1997.333,2,0,366.26,1997-05-02 09:32:00
"1241","1997-05-09"," 09:34",35559.4,1997.352,2,0,366.64,1997-05-09 09:34:00
"1242","1997-05-16"," 09:52",35566.41,1997.371,2,0,367.03,1997-05-16 09:52:00
"1243","1997-05-23"," 09:36",35573.4,1997.39,2,0,366.88,1997-05-23 09:36:00
"1244","1997-05-30"," 09:44",35580.41,1997.409,2,0,366.03,1997-05-30 09:44:00
"1245","1997-06-06"," 09:49",35587.41,1997.429,2,0,365.49,1997-06-06 09:49:00
"1246","1997-06-13"," 09:45",35594.41,1997.448,2,0,365.25,1997-06-13 09:45:00
"1247","1997-06-20"," 09:30",35601.4,1997.467,2,0,365.85,1997-06-20 09:30:00
"1248","1997-06-27"," 09:48",35608.41,1997.486,2,0,365.25,1997-06-27 09:48:00
"1249","1997-07-03"," 09:52",35614.41,1997.502,2,0,364.86,1997-07-03 09:52:00
"1250","1997-07-11"," 09:34",35622.4,1997.524,2,4,NA,1997-07-11 09:34:00
"1251","1997-07-18"," 09:32",35629.4,1997.544,2,0,363.44,1997-07-18 09:32:00
"1252","1997-07-25"," 09:33",35636.4,1997.563,2,0,363.63,1997-07-25 09:33:00
"1253","1997-08-01"," 09:54",35643.41,1997.582,2,0,363.22,1997-08-01 09:54:00
"1254","1997-08-08"," 09:45",35650.41,1997.601,2,0,363.36,1997-08-08 09:45:00
"1255","1997-08-15"," 09:52",35657.41,1997.62,2,0,362.43,1997-08-15 09:52:00
"1256","1997-08-22"," 09:38",35664.4,1997.639,2,0,361.78,1997-08-22 09:38:00
"1257","1997-08-29"," 09:28",35671.39,1997.659,2,0,360.97,1997-08-29 09:28:00
"1258","1997-09-05"," 09:42",35678.4,1997.678,2,0,360.3,1997-09-05 09:42:00
"1259","1997-09-12"," 09:44",35685.41,1997.697,2,0,360.79,1997-09-12 09:44:00
"1260","1997-09-26"," 09:43",35699.4,1997.735,2,0,359.53,1997-09-26 09:43:00
"1261","1997-10-03"," 09:42",35706.4,1997.755,2,0,360.24,1997-10-03 09:42:00
"1262","1997-10-10"," 09:52",35713.41,1997.774,1,4,NA,1997-10-10 09:52:00
"1263","1997-10-17"," 09:52",35720.41,1997.793,2,0,360.59,1997-10-17 09:52:00
"1264","1997-10-24"," 09:52",35727.41,1997.812,2,0,360.69,1997-10-24 09:52:00
"1265","1997-10-31"," 09:53",35734.41,1997.831,2,0,361.42,1997-10-31 09:53:00
"1266","1997-11-07"," 09:44",35741.41,1997.85,2,0,362.22,1997-11-07 09:44:00
"1267","1997-11-14"," 09:38",35748.4,1997.87,2,0,361.99,1997-11-14 09:38:00
"1268","1997-11-21"," 09:43",35755.4,1997.889,2,0,363.24,1997-11-21 09:43:00
"1269","1997-11-28"," 09:34",35762.4,1997.908,2,0,362.94,1997-11-28 09:34:00
"1270","1997-12-05"," 09:38",35769.4,1997.927,2,0,363.76,1997-12-05 09:38:00
"1271","1997-12-12"," 09:42",35776.4,1997.946,2,0,363.88,1997-12-12 09:42:00
"1272","1997-12-19"," 09:45",35783.41,1997.965,2,0,363.79,1997-12-19 09:45:00
"1273","1998-01-02"," 09:42",35797.4,1998.004,2,0,364.56,1998-01-02 09:42:00
"1274","1998-01-09"," 09:42",35804.4,1998.023,2,0,364.79,1998-01-09 09:42:00
"1275","1998-01-16"," 09:47",35811.41,1998.042,2,0,365.26,1998-01-16 09:47:00
"1276","1998-01-23"," 09:35",35818.4,1998.061,3,0,364.91,1998-01-23 09:35:00
"1277","1998-01-30"," 09:47",35825.41,1998.081,3,0,365.62,1998-01-30 09:47:00
"1278","1998-02-06"," 09:48",35832.41,1998.1,3,0,365.74,1998-02-06 09:48:00
"1279","1998-02-13"," 10:11",35839.42,1998.119,3,0,365.39,1998-02-13 10:11:00
"1280","1998-02-20"," 09:40",35846.4,1998.138,3,0,365.89,1998-02-20 09:40:00
"1281","1998-02-27"," 09:45",35853.41,1998.157,3,0,366.1,1998-02-27 09:45:00
"1282","1998-03-06"," 10:09",35860.42,1998.177,3,0,366.81,1998-03-06 10:09:00
"1283","1998-03-13"," 09:42",35867.4,1998.196,3,0,366.1,1998-03-13 09:42:00
"1284","1998-03-20"," 09:36",35874.4,1998.215,3,0,367.84,1998-03-20 09:36:00
"1285","1998-03-27"," 09:42",35881.4,1998.234,3,0,367.71,1998-03-27 09:42:00
"1286","1998-04-03"," 09:50",35888.41,1998.253,3,0,367.94,1998-04-03 09:50:00
"1287","1998-04-10"," 09:38",35895.4,1998.272,3,0,368.21,1998-04-10 09:38:00
"1288","1998-04-17"," 09:48",35902.41,1998.292,3,0,368.31,1998-04-17 09:48:00
"1289","1998-04-24"," 09:48",35909.41,1998.311,3,0,368.7,1998-04-24 09:48:00
"1290","1998-05-01"," 09:39",35916.4,1998.33,2,0,369.28,1998-05-01 09:39:00
"1291","1998-05-08"," 09:40",35923.4,1998.349,3,0,369.05,1998-05-08 09:40:00
"1292","1998-05-15"," 09:37",35930.4,1998.368,3,0,368.36,1998-05-15 09:37:00
"1293","1998-05-22"," 09:58",35937.42,1998.387,3,0,369.52,1998-05-22 09:58:00
"1294","1998-05-29"," 09:49",35944.41,1998.407,3,0,369.51,1998-05-29 09:49:00
"1295","1998-06-05"," 09:49",35951.41,1998.426,3,0,370.02,1998-06-05 09:49:00
"1296","1998-06-12"," 09:40",35958.4,1998.445,3,0,368.23,1998-06-12 09:40:00
"1297","1998-06-19"," 09:48",35965.41,1998.464,3,0,368.26,1998-06-19 09:48:00
"1298","1998-06-26"," 09:44",35972.41,1998.483,3,0,368.53,1998-06-26 09:44:00
"1299","1998-07-02"," 09:40",35978.4,1998.5,3,0,367.84,1998-07-02 09:40:00
"1300","1998-07-10"," 09:53",35986.41,1998.522,3,0,368.09,1998-07-10 09:53:00
"1301","1998-07-17"," 09:43",35993.4,1998.541,2,0,366.73,1998-07-17 09:43:00
"1302","1998-07-23"," 08:58",35999.37,1998.557,3,0,367.62,1998-07-23 08:58:00
"1303","1998-07-31"," 09:38",36007.4,1998.579,3,0,366.88,1998-07-31 09:38:00
"1304","1998-08-07"," 09:40",36014.4,1998.598,3,0,366.27,1998-08-07 09:40:00
"1305","1998-08-14"," 09:43",36021.4,1998.618,3,0,366.06,1998-08-14 09:43:00
"1306","1998-08-21"," 09:46",36028.41,1998.637,3,0,364.43,1998-08-21 09:46:00
"1307","1998-08-28"," 09:47",36035.41,1998.656,3,0,363.9,1998-08-28 09:47:00
"1308","1998-09-04"," 09:58",36042.42,1998.675,3,0,364.75,1998-09-04 09:58:00
"1309","1998-09-11"," 09:53",36049.41,1998.694,3,0,364.78,1998-09-11 09:53:00
"1310","1998-09-18"," 09:52",36056.41,1998.713,3,0,363.8,1998-09-18 09:52:00
"1311","1998-09-25"," 09:48",36063.41,1998.733,3,0,363.61,1998-09-25 09:48:00
"1312","1998-10-02"," 09:46",36070.41,1998.752,3,0,363.6,1998-10-02 09:46:00
"1313","1998-10-09"," 09:42",36077.4,1998.771,3,0,363.82,1998-10-09 09:42:00
"1314","1998-10-16"," 09:40",36084.4,1998.79,3,0,364.08,1998-10-16 09:40:00
"1315","1998-10-23"," 09:53",36091.41,1998.809,3,0,364.65,1998-10-23 09:53:00
"1316","1998-10-30"," 09:48",36098.41,1998.829,3,0,364.56,1998-10-30 09:48:00
"1317","1998-11-06"," 09:52",36105.41,1998.848,3,0,364.91,1998-11-06 09:52:00
"1318","1998-11-13"," 09:48",36112.41,1998.867,3,0,365.61,1998-11-13 09:48:00
"1319","1998-11-20"," 09:35",36119.4,1998.886,3,0,366.21,1998-11-20 09:35:00
"1320","1998-11-27"," 09:41",36126.4,1998.905,3,0,365.96,1998-11-27 09:41:00
"1321","1998-12-04"," 09:42",36133.4,1998.924,3,0,367.37,1998-12-04 09:42:00
"1322","1998-12-11"," 09:46",36140.41,1998.944,3,0,367.42,1998-12-11 09:46:00
"1323","1998-12-18"," 09:28",36147.39,1998.963,3,0,367.69,1998-12-18 09:28:00
"1324","1998-12-23"," 10:00",36152.42,1998.976,3,0,367.57,1998-12-23 10:00:00
"1325","1998-12-30"," 09:53",36159.41,1998.996,3,0,367.58,1998-12-30 09:53:00
"1326","1999-01-08"," 09:44",36168.41,1999.02,3,0,367.56,1999-01-08 09:44:00
"1327","1999-01-15"," 09:30",36175.4,1999.039,3,0,367.76,1999-01-15 09:30:00
"1328","1999-01-22"," 09:31",36182.4,1999.059,3,0,367.71,1999-01-22 09:31:00
"1329","1999-01-29"," 09:44",36189.41,1999.078,3,0,368.93,1999-01-29 09:44:00
"1330","1999-02-05"," 09:53",36196.41,1999.097,3,0,368.52,1999-02-05 09:53:00
"1331","1999-02-12"," 09:30",36203.4,1999.116,3,0,368.5,1999-02-12 09:30:00
"1332","1999-02-19"," 09:46",36210.41,1999.135,3,0,368.12,1999-02-19 09:46:00
"1333","1999-02-26"," 09:34",36217.4,1999.155,3,0,368.38,1999-02-26 09:34:00
"1334","1999-03-05"," 09:38",36224.4,1999.174,3,0,367.42,1999-03-05 09:38:00
"1335","1999-03-12"," 09:57",36231.41,1999.193,3,0,370.05,1999-03-12 09:57:00
"1336","1999-03-19"," 09:54",36238.41,1999.212,3,0,369.87,1999-03-19 09:54:00
"1337","1999-03-26"," 09:41",36245.4,1999.231,3,0,369.9,1999-03-26 09:41:00
"1338","1999-04-02"," 09:46",36252.41,1999.25,2,0,370.71,1999-04-02 09:46:00
"1339","1999-04-09"," 09:34",36259.4,1999.27,3,0,371.76,1999-04-09 09:34:00
"1340","1999-04-16"," 09:33",36266.4,1999.289,3,0,371.02,1999-04-16 09:33:00
"1341","1999-04-23"," 09:30",36273.4,1999.308,3,5,NA,1999-04-23 09:30:00
"1342","1999-04-30"," 09:42",36280.4,1999.327,3,0,370.36,1999-04-30 09:42:00
"1343","1999-05-07"," 09:42",36287.4,1999.346,3,0,371.38,1999-05-07 09:42:00
"1344","1999-05-14"," 09:36",36294.4,1999.365,3,0,370.82,1999-05-14 09:36:00
"1345","1999-05-21"," 09:35",36301.4,1999.385,3,0,370.48,1999-05-21 09:35:00
"1346","1999-05-28"," 09:34",36308.4,1999.404,3,0,370.37,1999-05-28 09:34:00
"1347","1999-06-04"," 09:27",36315.39,1999.423,3,0,371.33,1999-06-04 09:27:00
"1348","1999-06-11"," 09:28",36322.39,1999.442,3,0,369.81,1999-06-11 09:28:00
"1349","1999-06-18"," 09:29",36329.4,1999.461,3,0,370.19,1999-06-18 09:29:00
"1350","1999-06-25"," 09:48",36336.41,1999.481,3,0,370.61,1999-06-25 09:48:00
"1351","1999-07-02"," 09:56",36343.41,1999.5,2,0,368.49,1999-07-02 09:56:00
"1352","1999-07-09"," 09:43",36350.4,1999.519,3,0,370.28,1999-07-09 09:43:00
"1353","1999-07-16"," 09:51",36357.41,1999.538,3,0,370.17,1999-07-16 09:51:00
"1354","1999-07-23"," 09:43",36364.4,1999.557,3,0,368.41,1999-07-23 09:43:00
"1355","1999-08-06"," 09:36",36378.4,1999.596,3,0,367.61,1999-08-06 09:36:00
"1356","1999-08-13"," 09:33",36385.4,1999.615,3,0,366.84,1999-08-13 09:33:00
"1357","1999-08-20"," 09:44",36392.41,1999.634,2,0,365.86,1999-08-20 09:44:00
"1358","1999-08-27"," 09:54",36399.41,1999.653,3,0,366.04,1999-08-27 09:54:00
"1359","1999-09-03"," 09:30",36406.4,1999.672,3,5,NA,1999-09-03 09:30:00
"1360","1999-09-10"," 09:24",36413.39,1999.691,3,0,364.42,1999-09-10 09:24:00
"1361","1999-09-17"," 09:34",36420.4,1999.711,3,0,365.03,1999-09-17 09:34:00
"1362","1999-09-24"," 09:44",36427.41,1999.73,3,0,364.45,1999-09-24 09:44:00
"1363","1999-10-01"," 09:24",36434.39,1999.749,3,0,364.36,1999-10-01 09:24:00
"1364","1999-10-08"," 09:50",36441.41,1999.768,3,0,365.23,1999-10-08 09:50:00
"1365","1999-10-15"," 09:44",36448.41,1999.787,4,0,365.07,1999-10-15 09:44:00
"1366","1999-10-22"," 09:35",36455.4,1999.807,3,0,365.52,1999-10-22 09:35:00
"1367","1999-10-29"," 10:00",36462.42,1999.826,3,0,365.47,1999-10-29 10:00:00
"1368","1999-11-05"," 09:48",36469.41,1999.845,3,0,365.77,1999-11-05 09:48:00
"1369","1999-11-12"," 09:34",36476.4,1999.864,3,0,367.32,1999-11-12 09:34:00
"1370","1999-11-19"," 09:35",36483.4,1999.883,3,0,366.49,1999-11-19 09:35:00
"1371","1999-11-26"," 09:28",36490.39,1999.902,3,0,367.06,1999-11-26 09:28:00
"1372","1999-12-01"," 09:58",36495.42,1999.916,2,0,368.02,1999-12-01 09:58:00
"1373","1999-12-10"," 09:50",36504.41,1999.941,4,0,368.4,1999-12-10 09:50:00
"1374","1999-12-17"," 09:42",36511.4,1999.96,3,0,367.87,1999-12-17 09:42:00
"1375","1999-12-22"," 09:39",36516.4,1999.974,3,0,368.07,1999-12-22 09:39:00
"1376","1999-12-29"," 09:44",36523.41,1999.993,3,0,369.26,1999-12-29 09:44:00
"1377","2000-01-07"," 09:43",36532.4,2000.017,3,0,368.86,2000-01-07 09:43:00
"1378","2000-01-14"," 10:32",36539.44,2000.037,3,0,368.8,2000-01-14 10:32:00
"1379","2000-01-21"," 09:40",36546.4,2000.056,3,0,370.69,2000-01-21 09:40:00
"1380","2000-01-28"," 09:48",36553.41,2000.075,3,0,370.32,2000-01-28 09:48:00
"1381","2000-02-04"," 09:49",36560.41,2000.094,3,0,369.38,2000-02-04 09:49:00
"1382","2000-02-11"," 09:36",36567.4,2000.113,3,0,370.13,2000-02-11 09:36:00
"1383","2000-02-18"," 09:53",36574.41,2000.132,3,0,369.99,2000-02-18 09:53:00
"1384","2000-02-25"," 09:43",36581.4,2000.151,3,0,370.38,2000-02-25 09:43:00
"1385","2000-03-03"," 09:36",36588.4,2000.17,3,0,370.87,2000-03-03 09:36:00
"1386","2000-03-10"," 09:32",36595.4,2000.19,3,0,369.58,2000-03-10 09:32:00
"1387","2000-03-17"," 09:52",36602.41,2000.209,3,0,371.01,2000-03-17 09:52:00
"1388","2000-03-24"," 09:36",36609.4,2000.228,3,0,370.9,2000-03-24 09:36:00
"1389","2000-03-31"," 09:35",36616.4,2000.247,3,0,371.32,2000-03-31 09:35:00
"1390","2000-04-07"," 09:45",36623.41,2000.266,3,0,371.2,2000-04-07 09:45:00
"1391","2000-04-14"," 09:39",36630.4,2000.285,3,0,373.25,2000-04-14 09:39:00
"1392","2000-04-21"," 09:32",36637.4,2000.304,3,0,371.97,2000-04-21 09:32:00
"1393","2000-04-28"," 09:43",36644.4,2000.324,3,0,371.96,2000-04-28 09:43:00
"1394","2000-05-05"," 09:32",36651.4,2000.343,3,0,371.01,2000-05-05 09:32:00
"1395","2000-05-12"," 09:42",36658.4,2000.362,3,0,372.13,2000-05-12 09:42:00
"1396","2000-05-19"," 09:46",36665.41,2000.381,3,0,371.38,2000-05-19 09:46:00
"1397","2000-05-26"," 09:32",36672.4,2000.4,2,0,371.63,2000-05-26 09:32:00
"1398","2000-06-02"," 09:48",36679.41,2000.419,3,0,372.16,2000-06-02 09:48:00
"1399","2000-06-09"," 09:35",36686.4,2000.438,3,0,371.9,2000-06-09 09:35:00
"1400","2000-06-16"," 09:28",36693.39,2000.457,3,0,371.3,2000-06-16 09:28:00
"1401","2000-06-23"," 09:42",36700.4,2000.477,3,0,370.8,2000-06-23 09:42:00
"1402","2000-06-30"," 09:34",36707.4,2000.496,3,0,371.17,2000-06-30 09:34:00
"1403","2000-07-07"," 09:53",36714.41,2000.515,3,0,370.15,2000-07-07 09:53:00
"1404","2000-07-14"," 09:33",36721.4,2000.534,3,0,370.31,2000-07-14 09:33:00
"1405","2000-07-21"," 09:33",36728.4,2000.553,3,0,370.1,2000-07-21 09:33:00
"1406","2000-07-28"," 09:28",36735.39,2000.572,3,0,368.91,2000-07-28 09:28:00
"1407","2000-08-04"," 09:37",36742.4,2000.591,3,0,368.88,2000-08-04 09:37:00
"1408","2000-08-11"," 09:47",36749.41,2000.61,3,0,368.35,2000-08-11 09:47:00
"1409","2000-08-18"," 10:00",36756.42,2000.63,3,0,368.2,2000-08-18 10:00:00
"1410","2000-08-25"," 10:00",36763.42,2000.649,3,0,367.29,2000-08-25 10:00:00
"1411","2000-09-01"," 09:30",36770.4,2000.668,3,0,367.59,2000-09-01 09:30:00
"1412","2000-09-08"," 09:38",36777.4,2000.687,3,0,367,2000-09-08 09:38:00
"1413","2000-09-15"," 10:31",36784.44,2000.706,3,0,367.04,2000-09-15 10:31:00
"1414","2000-09-22"," 09:40",36791.4,2000.725,3,0,366.9,2000-09-22 09:40:00
"1415","2000-09-29"," 09:43",36798.4,2000.744,3,0,366.7,2000-09-29 09:43:00
"1416","2000-10-06"," 09:37",36805.4,2000.763,3,0,366.52,2000-10-06 09:37:00
"1417","2000-10-13"," 10:23",36812.43,2000.783,3,0,366.97,2000-10-13 10:23:00
"1418","2000-10-20"," 09:42",36819.4,2000.802,3,0,367.53,2000-10-20 09:42:00
"1419","2000-10-27"," 09:28",36826.39,2000.821,3,0,367.94,2000-10-27 09:28:00
"1420","2000-11-03"," 09:55",36833.41,2000.84,3,0,368.29,2000-11-03 09:55:00
"1421","2000-11-08"," 09:38",36838.4,2000.854,3,0,368.03,2000-11-08 09:38:00
"1422","2000-11-17"," 09:45",36847.41,2000.878,3,0,368.6,2000-11-17 09:45:00
"1423","2000-11-24"," 09:33",36854.4,2000.897,3,0,368.48,2000-11-24 09:33:00
"1424","2000-12-01"," 09:50",36861.41,2000.916,3,0,369,2000-12-01 09:50:00
"1425","2000-12-08"," 09:40",36868.4,2000.936,3,0,370.18,2000-12-08 09:40:00
"1426","2000-12-15"," 09:47",36875.41,2000.955,3,0,369.71,2000-12-15 09:47:00
"1427","2000-12-22"," 09:44",36882.41,2000.974,3,0,369.86,2000-12-22 09:44:00
"1428","2000-12-29"," 09:33",36889.4,2000.993,3,0,370.39,2000-12-29 09:33:00
"1429","2001-01-05"," 09:41",36896.4,2001.012,3,0,370.33,2001-01-05 09:41:00
"1430","2001-01-12"," 09:50",36903.41,2001.031,3,0,370.28,2001-01-12 09:50:00
"1431","2001-01-19"," 09:44",36910.41,2001.05,3,0,371.02,2001-01-19 09:44:00
"1432","2001-01-26"," 09:40",36917.4,2001.07,3,0,372.14,2001-01-26 09:40:00
"1433","2001-02-01"," 10:05",36923.42,2001.086,3,0,371.21,2001-02-01 10:05:00
"1434","2001-02-09"," 09:49",36931.41,2001.108,3,0,370.59,2001-02-09 09:49:00
"1435","2001-02-16"," 10:06",36938.42,2001.127,3,0,372.13,2001-02-16 10:06:00
"1436","2001-02-23"," 09:48",36945.41,2001.146,3,0,371.88,2001-02-23 09:48:00
"1437","2001-02-28"," 09:54",36950.41,2001.16,3,0,371.79,2001-02-28 09:54:00
"1438","2001-03-07"," 09:48",36957.41,2001.179,3,4,NA,2001-03-07 09:48:00
"1439","2001-03-14"," 09:42",36964.4,2001.198,2,0,372.74,2001-03-14 09:42:00
"1440","2001-03-21"," 09:56",36971.41,2001.218,3,0,373.23,2001-03-21 09:56:00
"1441","2001-03-28"," 09:34",36978.4,2001.237,3,0,372.55,2001-03-28 09:34:00
"1442","2001-04-04"," 09:53",36985.41,2001.256,3,0,372.58,2001-04-04 09:53:00
"1443","2001-04-11"," 09:36",36992.4,2001.275,3,5,NA,2001-04-11 09:36:00
"1444","2001-04-18"," 09:44",36999.41,2001.294,3,0,374.12,2001-04-18 09:44:00
"1445","2001-04-25"," 09:32",37006.4,2001.313,3,0,373.35,2001-04-25 09:32:00
"1446","2001-05-02"," 09:43",37013.4,2001.333,3,0,374.6,2001-05-02 09:43:00
"1447","2001-05-09"," 09:38",37020.4,2001.352,3,0,374.08,2001-05-09 09:38:00
"1448","2001-05-16"," 09:50",37027.41,2001.371,3,0,373.17,2001-05-16 09:50:00
"1449","2001-05-23"," 09:43",37034.4,2001.39,3,0,374.44,2001-05-23 09:43:00
"1450","2001-05-30"," 09:41",37041.4,2001.409,3,0,374.99,2001-05-30 09:41:00
"1451","2001-06-06"," 09:46",37048.41,2001.429,3,0,374.25,2001-06-06 09:46:00
"1452","2001-06-13"," 09:42",37055.4,2001.448,3,0,373.34,2001-06-13 09:42:00
"1453","2001-06-20"," 09:37",37062.4,2001.467,3,0,373.46,2001-06-20 09:37:00
"1454","2001-06-27"," 09:36",37069.4,2001.486,3,0,373.21,2001-06-27 09:36:00
"1455","2001-07-03"," 09:43",37075.4,2001.502,3,0,372.89,2001-07-03 09:43:00
"1456","2001-07-11"," 09:46",37083.41,2001.524,3,0,371.28,2001-07-11 09:46:00
"1457","2001-07-18"," 09:35",37090.4,2001.544,3,4,NA,2001-07-18 09:35:00
"1458","2001-07-25"," 09:41",37097.4,2001.563,2,0,370.56,2001-07-25 09:41:00
"1459","2001-08-01"," 09:36",37104.4,2001.582,2,0,370.39,2001-08-01 09:36:00
"1460","2001-08-08"," 09:48",37111.41,2001.601,3,0,369.91,2001-08-08 09:48:00
"1461","2001-08-15"," 09:33",37118.4,2001.62,3,0,369.52,2001-08-15 09:33:00
"1462","2001-08-22"," 09:51",37125.41,2001.639,2,0,369.27,2001-08-22 09:51:00
"1463","2001-08-29"," 09:51",37132.41,2001.659,2,0,369.08,2001-08-29 09:51:00
"1464","2001-09-05"," 09:44",37139.41,2001.678,3,0,368.4,2001-09-05 09:44:00
"1465","2001-09-12"," 09:56",37146.41,2001.697,3,0,368.93,2001-09-12 09:56:00
"1466","2001-09-19"," 09:43",37153.4,2001.716,3,0,367.43,2001-09-19 09:43:00
"1467","2001-09-26"," 09:41",37160.4,2001.735,3,0,367.61,2001-09-26 09:41:00
"1468","2001-10-03"," 09:46",37167.41,2001.755,3,0,367.83,2001-10-03 09:46:00
"1469","2001-10-10"," 10:17",37174.43,2001.774,3,0,368.06,2001-10-10 10:17:00
"1470","2001-10-17"," 09:48",37181.41,2001.793,3,0,368.12,2001-10-17 09:48:00
"1471","2001-10-24"," 09:45",37188.41,2001.812,3,0,368.88,2001-10-24 09:45:00
"1472","2001-10-31"," 09:55",37195.41,2001.831,3,0,369.07,2001-10-31 09:55:00
"1473","2001-11-07"," 09:46",37202.41,2001.85,3,0,369.08,2001-11-07 09:46:00
"1474","2001-11-14"," 10:05",37209.42,2001.87,3,0,369.84,2001-11-14 10:05:00
"1475","2001-11-21"," 09:35",37216.4,2001.889,3,0,370.88,2001-11-21 09:35:00
"1476","2001-11-28"," 10:21",37223.43,2001.908,3,0,370.31,2001-11-28 10:21:00
"1477","2001-12-05"," 09:48",37230.41,2001.927,3,0,370.7,2001-12-05 09:48:00
"1478","2001-12-12"," 09:57",37237.41,2001.946,3,0,372.05,2001-12-12 09:57:00
"1479","2001-12-19"," 09:47",37244.41,2001.966,3,0,370.82,2001-12-19 09:47:00
"1480","2001-12-26"," 09:51",37251.41,2001.985,3,0,371.86,2001-12-26 09:51:00
"1481","2002-01-02"," 09:38",37258.4,2002.004,3,0,371.41,2002-01-02 09:38:00
"1482","2002-01-09"," 09:48",37265.41,2002.023,2,0,371.57,2002-01-09 09:48:00
"1483","2002-01-16"," 09:51",37272.41,2002.042,3,0,372.41,2002-01-16 09:51:00
"1484","2002-01-23"," 09:54",37279.41,2002.061,3,0,372.52,2002-01-23 09:54:00
"1485","2002-01-30"," 09:53",37286.41,2002.081,3,0,372.13,2002-01-30 09:53:00
"1486","2002-02-06"," 09:45",37293.41,2002.1,3,0,372.17,2002-02-06 09:45:00
"1487","2002-02-13"," 09:44",37300.41,2002.119,3,0,372.83,2002-02-13 09:44:00
"1488","2002-02-20"," 09:56",37307.41,2002.138,3,0,372.7,2002-02-20 09:56:00
"1489","2002-03-01"," 09:48",37316.41,2002.163,3,0,372.94,2002-03-01 09:48:00
"1490","2002-03-06"," 10:12",37321.43,2002.177,3,0,373.25,2002-03-06 10:12:00
"1491","2002-03-13"," 09:38",37328.4,2002.196,3,0,374.13,2002-03-13 09:38:00
"1492","2002-03-20"," 10:03",37335.42,2002.215,3,0,374.58,2002-03-20 10:03:00
